,player,season,age,team,position,g,gs,mp,fg,fga,fg_pct,three_p,three_pa,three_pct,two_p,two_pa,two_pct,efg,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,trp_dbl,season_num,gs_pct,award,first_place_votes,award_pts_won,award_pts_max
355,Jamie Waller,1988,23,NJN,SG,9,0.0,91.0,16,40,0.4,0.0,2.0,0.0,16,38,0.42100000000000004,0.4,10,18,0.556,9.0,4.0,13.0,3,4.0,1.0,11.0,13,42,0.0,1.0,0.0,,0.0,0.0,80.0
357,Matt Walsh,2006,23,MIA,SG,2,0.0,3.0,1,1,1.0,0.0,0.0,N/A,1,1,1.0,1.0,0,2,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0,2,0.0,1.0,0.0,,0.0,0.0,625.0
358,Rex Walters,1994,23,NJN,SG,48,0.0,386.0,60,115,0.522,14.0,28.0,0.5,46,87,0.529,0.583,28,34,0.8240000000000001,6.0,32.0,38.0,71,15.0,3.0,30.0,41,162,0.0,1.0,0.0,,0.0,0.0,101.0
372,Bill Walton,1975,22,POR,C,35,N/A,1153.0,177,345,0.513,N/A,N/A,N/A,177,345,0.513,0.513,94,137,0.6859999999999999,92.0,349.0,441.0,167,29.0,94.0,N/A,115,448,1.0,1.0,N/A,,0.0,0.0,18.0
382,Derrick Walton,2018,22,MIA,PG,16,0.0,147.0,8,25,0.32,7.0,17.0,0.41200000000000003,1,8,0.125,0.46,6,6,1.0,2.0,14.0,16.0,16,7.0,3.0,2.0,7,29,0.0,1.0,0.0,,0.0,0.0,505.0
384,Lloyd Walton,1977,23,MIL,PG,53,N/A,678.0,88,188,0.46799999999999997,N/A,N/A,N/A,88,188,0.46799999999999997,0.46799999999999997,53,65,0.815,15.0,36.0,51.0,141,40.0,2.0,N/A,52,229,0.0,1.0,N/A,,0.0,0.0,66.0
389,Luke Walton,2004,23,LAL,PF,72,2.0,730.0,65,153,0.425,13.0,39.0,0.33299999999999996,52,114,0.456,0.467,31,44,0.705,39.0,88.0,127.0,113,28.0,8.0,44.0,70,174,0.0,1.0,0.027777777777777776,,0.0,0.0,590.0
399,Brad Wanamaker,2019,29,BOS,PG,36,0.0,343.0,50,105,0.47600000000000003,16.0,39.0,0.41,34,66,0.515,0.552,24,28,0.857,3.0,38.0,41.0,56,12.0,2.0,19.0,34,140,0.0,1.0,0.0,,0.0,0.0,500.0
410,Perry Warbington,1975,22,PHI,PG,5,N/A,70.0,4,21,0.19,0.0,0.0,0.0,4,21,0.19,0.19,2,2,1.0,2.0,6.0,8.0,16,0.0,0.0,N/A,16,10,0.0,1.0,N/A,,0.0,0.0,18.0
411,Charlie Ward,1995,24,NYK,PG,10,0.0,44.0,4,19,0.21100000000000002,1.0,10.0,0.1,3,9,0.33299999999999996,0.237,7,10,0.7,1.0,5.0,6.0,4,2.0,0.0,8.0,7,16,0.0,1.0,0.0,,0.0,0.0,105.0
422,Gerry Ward,1964,22,STL,SG,24,N/A,139.0,16,53,0.302,0.0,0.0,0.0,16,53,0.302,0.302,11,17,0.647,N/A,N/A,21.0,21,N/A,N/A,N/A,26,43,0.0,1.0,N/A,,0.0,0.0,83.0
426,Henry Ward,1977,25,SAS,SG,27,N/A,171.0,34,90,0.37799999999999995,N/A,N/A,N/A,34,90,0.37799999999999995,0.37799999999999995,15,17,0.882,10.0,23.0,33.0,6,6.0,5.0,N/A,30,83,0.0,1.0,N/A,,0.0,0.0,66.0
427,Casper Ware,2014,24,PHI,PG,9,0.0,116.0,18,42,0.429,7.0,21.0,0.33299999999999996,11,21,0.524,0.512,5,6,0.833,0.0,9.0,9.0,10,8.0,0.0,5.0,11,48,0.0,1.0,0.0,,0.0,0.0,620.0
428,Jim Ware,1967,22,CIN,PF,33,N/A,201.0,30,97,0.309,N/A,N/A,N/A,30,97,0.309,0.309,10,17,0.588,N/A,N/A,69.0,6,N/A,N/A,N/A,35,70,0.0,1.0,N/A,,0.0,0.0,90.0
435,Bob Warlick,1966,24,DET,SG,10,N/A,78.0,11,38,0.289,N/A,N/A,N/A,11,38,0.289,0.289,2,6,0.33299999999999996,N/A,N/A,16.0,10,N/A,N/A,N/A,8,24,0.0,1.0,N/A,,0.0,0.0,86.0
439,Cornell Warner,1971,22,BUF,C,65,N/A,1293.0,156,376,0.415,0.0,0.0,0.0,156,376,0.415,0.415,79,143,0.552,N/A,N/A,452.0,53,N/A,N/A,N/A,140,391,0.0,1.0,N/A,,0.0,0.0,98.0
446,Jameel Warney,2018,24,DAL,PF,3,0.0,27.0,7,12,0.583,0.0,0.0,N/A,7,12,0.583,0.583,3,5,0.6,4.0,5.0,9.0,0,0.0,0.0,1.0,2,17,0.0,1.0,0.0,,0.0,0.0,505.0
447,John Warren,1970,22,NYK,SG,44,N/A,272.0,44,108,0.40700000000000003,0.0,0.0,0.0,44,108,0.40700000000000003,0.40700000000000003,24,35,0.6859999999999999,N/A,N/A,40.0,30,N/A,N/A,N/A,53,112,0.0,1.0,N/A,,0.0,0.0,78.0
452,T.J. Warren,2015,21,PHO,SF,40,1.0,614.0,113,214,0.528,5.0,21.0,0.23800000000000002,108,193,0.56,0.54,14,19,0.737,41.0,44.0,85.0,25,18.0,9.0,27.0,51,245,0.0,1.0,0.025,,0.0,0.0,650.0
459,Willie Warren,2011,21,LAC,PG,19,0.0,134.0,13,35,0.371,5.0,15.0,0.33299999999999996,8,20,0.4,0.44299999999999995,6,8,0.75,1.0,11.0,12.0,27,6.0,0.0,8.0,16,37,0.0,1.0,0.0,,0.0,0.0,590.0
460,Bryan Warrick,1983,23,WSB,PG,43,20.0,727.0,65,171,0.38,0.0,5.0,0.0,65,166,0.392,0.38,42,57,0.737,15.0,54.0,69.0,126,21.0,8.0,71.0,103,172,0.0,1.0,0.46511627906976744,,0.0,0.0,74.0
464,Hakim Warrick,2006,23,MEM,PF,68,2.0,724.0,101,228,0.44299999999999995,0.0,0.0,N/A,101,228,0.44299999999999995,0.44299999999999995,76,115,0.6609999999999999,43.0,101.0,144.0,30,14.0,21.0,56.0,113,278,0.0,1.0,0.029411764705882353,,0.0,0.0,625.0
472,Chris Washburn,1987,21,GSW,C,35,2.0,385.0,57,145,0.39299999999999996,0.0,1.0,0.0,57,144,0.396,0.39299999999999996,18,51,0.353,36.0,65.0,101.0,16,6.0,8.0,39.0,51,132,0.0,1.0,0.05714285714285714,,0.0,0.0,78.0
474,Julian Washburn,2019,27,MEM,SF,18,3.0,254.0,16,48,0.33299999999999996,5.0,24.0,0.20800000000000002,11,24,0.45799999999999996,0.385,3,4,0.75,8.0,33.0,41.0,14,13.0,2.0,7.0,16,40,0.0,1.0,0.16666666666666666,,0.0,0.0,500.0
475,Bobby Washington,1971,23,CLE,PG,47,N/A,823.0,123,310,0.397,N/A,N/A,N/A,123,310,0.397,0.397,104,140,0.743,N/A,N/A,105.0,190,N/A,N/A,N/A,105,350,0.0,1.0,N/A,,0.0,0.0,98.0
477,Darius Washington,2008,22,SAS,SG,18,0.0,146.0,21,48,0.43799999999999994,4.0,12.0,0.33299999999999996,17,36,0.47200000000000003,0.479,7,13,0.5379999999999999,4.0,16.0,20.0,15,5.0,0.0,14.0,16,53,0.0,1.0,0.0,,0.0,0.0,625.0
478,Duane Washington,1988,23,NJN,SG,15,0.0,156.0,18,42,0.429,2.0,4.0,0.5,16,38,0.42100000000000004,0.452,16,20,0.8,5.0,17.0,22.0,34,12.0,0.0,9.0,23,54,0.0,1.0,0.0,,0.0,0.0,80.0
480,Eric Washington,1998,23,DEN,SG,66,36.0,1539.0,201,498,0.40399999999999997,44.0,137.0,0.321,157,361,0.435,0.44799999999999995,65,83,0.7829999999999999,47.0,80.0,127.0,78,53.0,25.0,72.0,143,511,0.0,1.0,0.5454545454545454,,0.0,0.0,116.0
482,Jim Washington,1966,22,STL,PF,65,N/A,1104.0,158,393,0.402,0.0,0.0,0.0,158,393,0.402,0.402,68,120,0.5670000000000001,N/A,N/A,353.0,43,N/A,N/A,N/A,176,384,0.0,1.0,N/A,,0.0,0.0,86.0
493,Kermit Washington,1974,22,LAL,PF,45,N/A,400.0,73,151,0.483,N/A,N/A,N/A,73,151,0.483,0.483,26,49,0.531,62.0,85.0,147.0,19,21.0,18.0,N/A,77,172,0.0,1.0,N/A,,0.0,0.0,17.0
503,P.J. Washington,2020,21,CHO,PF,58,57.0,1759.0,268,589,0.455,86.0,230.0,0.374,182,359,0.507,0.528,88,136,0.647,58.0,258.0,316.0,123,51.0,44.0,93.0,158,710,0.0,1.0,0.9827586206896551,,0.0,0.0,500.0
505,Pearl Washington,1987,23,NJN,PG,72,61.0,1600.0,257,538,0.478,4.0,24.0,0.16699999999999998,253,514,0.49200000000000005,0.48100000000000004,98,125,0.784,37.0,92.0,129.0,301,92.0,7.0,175.0,184,616,0.0,1.0,0.8472222222222222,,0.0,0.0,78.0
508,Richard Washington,1977,21,KCK,PF,82,N/A,2265.0,446,1034,0.431,N/A,N/A,N/A,446,1034,0.431,0.431,177,254,0.6970000000000001,201.0,497.0,698.0,85,63.0,90.0,N/A,324,1069,0.0,1.0,N/A,,0.0,0.0,66.0
514,Stan Washington,1975,23,WSB,SG,1,N/A,4.0,0,1,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,N/A,1,0,0.0,1.0,N/A,,0.0,0.0,18.0
515,Wilson Washington,1978,22,PHI NJN ,PF,38,N/A,561.0,100,206,0.485,0.0,0.0,0.0,100,206,0.485,0.485,29,53,0.547,50.0,106.0,156.0,10,18.0,37.0,63.0,75,229,0.0,1.0,N/A,,0.0,0.0,66.0
517,Yuta Watanabe,2019,24,MEM,SF,15,0.0,174.0,15,51,0.294,2.0,16.0,0.125,13,35,0.371,0.314,7,10,0.7,4.0,27.0,31.0,8,4.0,1.0,6.0,11,39,0.0,1.0,0.0,,0.0,0.0,500.0
520,Tremont Waters,2020,22,BOS,PG,11,1.0,119.0,14,49,0.28600000000000003,4.0,24.0,0.16699999999999998,10,25,0.4,0.327,8,8,1.0,0.0,12.0,12.0,16,10.0,2.0,15.0,13,40,0.0,1.0,0.09090909090909091,,0.0,0.0,500.0
522,Darryl Watkins,2008,23,SAC,C,9,0.0,71.0,5,15,0.33299999999999996,0.0,0.0,N/A,5,15,0.33299999999999996,0.33299999999999996,2,5,0.4,5.0,7.0,12.0,0,2.0,2.0,7.0,8,12,0.0,1.0,0.0,,0.0,0.0,625.0
525,C.J. Watson,2008,23,GSW,PG,32,0.0,368.0,43,101,0.426,9.0,26.0,0.34600000000000003,34,75,0.45299999999999996,0.47,23,29,0.7929999999999999,13.0,19.0,32.0,35,15.0,0.0,18.0,19,118,0.0,1.0,0.0,,0.0,0.0,625.0
535,Earl Watson,2002,22,SEA,PG,64,0.0,964.0,96,212,0.45299999999999996,16.0,44.0,0.364,80,168,0.47600000000000003,0.491,23,36,0.639,31.0,52.0,83.0,125,60.0,5.0,51.0,93,231,0.0,1.0,0.0,,0.0,0.0,126.0
548,Jamie Watson,1995,22,UTA,SF,60,1.0,673.0,76,152,0.5,5.0,19.0,0.263,71,133,0.534,0.516,38,56,0.679,16.0,58.0,74.0,59,35.0,11.0,51.0,86,195,0.0,1.0,0.016666666666666666,,0.0,0.0,105.0
552,Paul Watson,2020,25,ATL TOR ,SF,10,0.0,87.0,10,26,0.385,4.0,12.0,0.33299999999999996,6,14,0.429,0.462,7,9,0.778,2.0,15.0,17.0,8,4.0,1.0,3.0,5,31,0.0,1.0,0.0,,0.0,0.0,500.0
554,Ron Watts,1966,22,BOS,N/A,1,N/A,3.0,1,2,0.5,0.0,0.0,0.0,1,2,0.5,0.5,0,0,0.0,N/A,N/A,1.0,1,N/A,N/A,N/A,1,2,0.0,1.0,N/A,,0.0,0.0,86.0
556,Slick Watts,1974,22,SEA,PG,62,N/A,1424.0,198,510,0.38799999999999996,0.0,0.0,0.0,198,510,0.38799999999999996,0.38799999999999996,100,155,0.645,72.0,110.0,182.0,351,115.0,13.0,N/A,207,496,0.0,1.0,N/A,roy,0.2,0.2,17.0
562,Maalik Wayns,2013,21,PHI LAC ,PG,27,1.0,202.0,26,88,0.295,7.0,31.0,0.226,19,57,0.33299999999999996,0.335,17,19,0.895,1.0,6.0,7.0,27,6.0,0.0,15.0,26,76,0.0,1.0,0.037037037037037035,,0.0,0.0,605.0
564,David Wear,2015,24,SAC,PF,2,0.0,7.0,0,2,0.0,0.0,1.0,0.0,0,1,0.0,0.0,0,0,0.0,2.0,0.0,2.0,1,0.0,0.0,0.0,1,0,0.0,1.0,0.0,,0.0,0.0,650.0
565,Travis Wear,2015,24,NYK,SF,51,1.0,672.0,84,209,0.402,11.0,30.0,0.36700000000000005,73,179,0.408,0.428,20,26,0.769,31.0,75.0,106.0,40,15.0,11.0,35.0,55,199,0.0,1.0,0.0196078431372549,,0.0,0.0,650.0
567,Clarence Weatherspoon,1993,22,PHI,SF,82,82.0,2654.0,494,1053,0.469,1.0,4.0,0.25,493,1049,0.47,0.47,291,408,0.713,179.0,410.0,589.0,147,85.0,67.0,176.0,188,1280,0.0,1.0,1.0,,0.0,0.0,98.0
580,Nick Weatherspoon,1974,23,CAP,SF,65,N/A,1216.0,199,483,0.41200000000000003,N/A,N/A,N/A,199,483,0.41200000000000003,0.41200000000000003,96,139,0.691,133.0,264.0,397.0,38,48.0,16.0,N/A,179,494,0.0,1.0,N/A,,0.0,0.0,17.0
587,Quinndary Weatherspoon,2020,23,SAS,SG,11,0.0,78.0,5,17,0.294,1.0,5.0,0.2,4,12,0.33299999999999996,0.324,1,2,0.5,1.0,6.0,7.0,11,3.0,1.0,5.0,8,12,0.0,1.0,0.0,,0.0,0.0,500.0
589,Kyle Weaver,2009,22,OKC,SG,56,19.0,1166.0,113,246,0.45899999999999996,32.0,93.0,0.344,81,153,0.529,0.524,41,58,0.7070000000000001,31.0,99.0,130.0,101,47.0,25.0,69.0,81,299,0.0,1.0,0.3392857142857143,,0.0,0.0,600.0
592,James Webb,2018,24,BRK,SF,10,0.0,120.0,6,24,0.25,4.0,19.0,0.21100000000000002,2,5,0.4,0.33299999999999996,0,0,0.0,8.0,16.0,24.0,4,1.0,0.0,4.0,10,16,0.0,1.0,0.0,,0.0,0.0,505.0
593,Jeff Webb,1971,22,MIL,SG,29,N/A,300.0,27,78,0.34600000000000003,0.0,0.0,0.0,27,78,0.34600000000000003,0.34600000000000003,11,15,0.733,N/A,N/A,24.0,19,N/A,N/A,N/A,33,65,0.0,1.0,N/A,,0.0,0.0,98.0
595,Marcus Webb,1993,22,BOS,PF,9,0.0,51.0,13,25,0.52,0.0,1.0,0.0,13,24,0.542,0.52,13,21,0.619,5.0,5.0,10.0,2,1.0,2.0,5.0,11,39,0.0,1.0,0.0,,0.0,0.0,98.0
596,Spud Webb,1986,22,ATL,PG,79,8.0,1229.0,199,412,0.483,2.0,11.0,0.182,197,401,0.491,0.485,216,275,0.785,27.0,96.0,123.0,337,82.0,5.0,159.0,164,616,0.0,1.0,0.10126582278481013,roy,4.0,4.0,78.0
608,Chris Webber,1994,20,GSW,C,76,76.0,2438.0,572,1037,0.552,0.0,14.0,0.0,572,1023,0.5589999999999999,0.552,189,355,0.532,305.0,389.0,694.0,272,93.0,164.0,206.0,247,1333,1.0,1.0,1.0,roy,53.0,53.0,101.0
623,Briante Weber,2016,23,MEM MIA ,PG,7,4.0,169.0,14,39,0.359,0.0,5.0,0.0,14,34,0.41200000000000003,0.359,3,4,0.75,8.0,17.0,25.0,21,9.0,3.0,9.0,12,31,0.0,1.0,0.5714285714285714,,0.0,0.0,650.0
626,Jeff Webster,1996,24,WSB,SF,11,0.0,58.0,8,23,0.348,2.0,6.0,0.33299999999999996,6,17,0.353,0.391,0,0,0.0,2.0,5.0,7.0,3,4.0,0.0,3.0,7,18,0.0,1.0,0.0,,0.0,0.0,113.0
627,Martell Webster,2006,19,POR,SF,61,18.0,1070.0,139,348,0.39899999999999997,65.0,182.0,0.35700000000000004,74,166,0.446,0.493,61,71,0.8590000000000001,29.0,101.0,130.0,34,21.0,14.0,43.0,90,404,0.0,1.0,0.29508196721311475,,0.0,0.0,625.0
637,Marvin Webster,1977,24,DEN,C,80,N/A,1276.0,198,400,0.495,N/A,N/A,N/A,198,400,0.495,0.495,143,220,0.65,152.0,332.0,484.0,62,23.0,118.0,N/A,149,539,0.0,1.0,N/A,,0.0,0.0,66.0
646,Scott Wedman,1975,22,KCO,SF,80,N/A,2554.0,375,806,0.465,N/A,N/A,N/A,375,806,0.465,0.465,139,170,0.818,202.0,288.0,490.0,129,81.0,27.0,N/A,270,889,0.0,1.0,N/A,roy,3.8,3.8,18.0
659,Sonny Weems,2009,22,DEN,SG,12,0.0,55.0,8,25,0.32,0.0,3.0,0.0,8,22,0.364,0.32,3,8,0.375,0.0,4.0,4.0,3,1.0,0.0,6.0,8,19,0.0,1.0,0.0,,0.0,0.0,600.0
663,Brant Weidner,1984,23,SAS,PF,8,0.0,38.0,2,9,0.222,0.0,0.0,N/A,2,9,0.222,0.222,4,4,1.0,4.0,7.0,11.0,0,0.0,2.0,2.0,5,8,0.0,1.0,0.0,,0.0,0.0,76.0
664,Bob Weiss,1966,23,PHI,N/A,7,N/A,30.0,3,9,0.33299999999999996,0.0,0.0,0.0,3,9,0.33299999999999996,0.33299999999999996,0,0,0.0,N/A,N/A,7.0,4,N/A,N/A,N/A,10,6,0.0,1.0,N/A,,0.0,0.0,86.0
676,Rick Weitzman,1968,21,BOS,SG,25,N/A,75.0,12,46,0.261,0.0,0.0,0.0,12,46,0.261,0.261,9,13,0.6920000000000001,N/A,N/A,10.0,8,N/A,N/A,N/A,8,33,0.0,1.0,N/A,,0.0,0.0,79.0
677,Bonzi Wells,1999,22,POR,SF,7,0.0,35.0,11,20,0.55,1.0,3.0,0.33299999999999996,10,17,0.588,0.575,8,18,0.444,4.0,5.0,9.0,3,1.0,1.0,6.0,5,31,0.0,1.0,0.0,,0.0,0.0,118.0
687,Bubba Wells,1998,23,DAL,SG,39,2.0,395.0,48,116,0.414,1.0,6.0,0.16699999999999998,47,110,0.42700000000000005,0.418,31,43,0.721,22.0,46.0,68.0,34,15.0,4.0,31.0,40,128,0.0,1.0,0.05128205128205128,,0.0,0.0,116.0
688,Owen Wells,1975,24,HOU,SF,33,N/A,214.0,42,100,0.42,0.0,0.0,0.0,42,100,0.42,0.42,15,22,0.682,12.0,23.0,35.0,22,9.0,3.0,N/A,38,99,0.0,1.0,N/A,,0.0,0.0,18.0
690,Chris Welp,1988,24,PHI,C,10,0.0,132.0,18,31,0.581,0.0,0.0,N/A,18,31,0.581,0.581,12,18,0.667,11.0,13.0,24.0,5,5.0,5.0,9.0,25,48,0.0,1.0,0.0,,0.0,0.0,80.0
693,Jiří Welsch,2003,23,GSW,SF,37,0.0,234.0,19,75,0.253,1.0,4.0,0.25,18,71,0.254,0.26,22,29,0.759,12.0,16.0,28.0,27,8.0,2.0,19.0,32,61,0.0,1.0,0.0,,0.0,0.0,585.0
697,Thomas Welsh,2019,22,DEN,C,11,0.0,36.0,7,13,0.5379999999999999,3.0,7.0,0.429,4,6,0.667,0.654,1,2,0.5,0.0,4.0,4.0,5,0.0,0.0,1.0,3,18,0.0,1.0,0.0,,0.0,0.0,500.0
698,Bill Wennington,1986,22,DAL,C,56,3.0,562.0,72,153,0.47100000000000003,0.0,4.0,0.0,72,149,0.483,0.47100000000000003,45,62,0.726,32.0,100.0,132.0,21,11.0,22.0,21.0,83,189,0.0,1.0,0.05357142857142857,,0.0,0.0,78.0
711,Matt Wenstrom,1994,23,BOS,C,11,0.0,37.0,6,10,0.6,0.0,0.0,N/A,6,10,0.6,0.6,6,10,0.6,6.0,6.0,12.0,0,0.0,2.0,4.0,7,18,0.0,1.0,0.0,,0.0,0.0,101.0
712,Robert Werdann,1993,22,DEN,C,28,0.0,149.0,18,59,0.305,0.0,1.0,0.0,18,58,0.31,0.305,17,31,0.5479999999999999,23.0,29.0,52.0,7,6.0,4.0,12.0,38,53,0.0,1.0,0.0,,0.0,0.0,98.0
715,David Wesley,1994,23,NJN,PG,60,0.0,542.0,64,174,0.368,11.0,47.0,0.23399999999999999,53,127,0.41700000000000004,0.39899999999999997,44,53,0.83,10.0,34.0,44.0,123,38.0,4.0,52.0,47,183,0.0,1.0,0.0,,0.0,0.0,101.0
729,Walt Wesley,1967,22,CIN,C,64,N/A,909.0,131,333,0.39299999999999996,0.0,0.0,0.0,131,333,0.39299999999999996,0.39299999999999996,52,123,0.423,N/A,N/A,329.0,19,N/A,N/A,N/A,161,314,0.0,1.0,N/A,,0.0,0.0,90.0
739,David West,2004,23,NOH,PF,71,1.0,930.0,108,228,0.474,0.0,2.0,0.0,108,226,0.478,0.474,57,80,0.713,117.0,180.0,297.0,60,27.0,28.0,48.0,117,273,0.0,1.0,0.014084507042253521,,0.0,0.0,590.0
754,Delonte West,2005,21,BOS,SG,39,7.0,507.0,66,155,0.426,24.0,67.0,0.358,42,88,0.47700000000000004,0.503,19,27,0.7040000000000001,14.0,51.0,65.0,53,21.0,8.0,24.0,69,175,0.0,1.0,0.1794871794871795,,0.0,0.0,630.0
762,Doug West,1990,22,MIN,SG,52,0.0,378.0,53,135,0.39299999999999996,3.0,11.0,0.273,50,124,0.40299999999999997,0.40399999999999997,26,32,0.813,24.0,46.0,70.0,18,10.0,6.0,31.0,61,135,0.0,1.0,0.0,,0.0,0.0,92.0
788,Mario West,2008,23,ATL,SG,64,2.0,269.0,21,49,0.429,0.0,4.0,0.0,21,45,0.467,0.429,17,26,0.654,26.0,22.0,48.0,13,12.0,4.0,9.0,61,59,0.0,1.0,0.03125,,0.0,0.0,625.0
792,Mark West,1984,23,DAL,C,34,0.0,202.0,15,42,0.35700000000000004,0.0,0.0,N/A,15,42,0.35700000000000004,0.35700000000000004,7,22,0.318,19.0,27.0,46.0,13,1.0,15.0,12.0,55,37,0.0,1.0,0.0,,0.0,0.0,76.0
809,Roland West,1968,23,BAL,N/A,4,N/A,14.0,2,5,0.4,0.0,0.0,0.0,2,5,0.4,0.4,0,0,0.0,N/A,N/A,5.0,0,N/A,N/A,N/A,3,4,0.0,1.0,N/A,,0.0,0.0,79.0
810,Russell Westbrook,2009,20,OKC,PG,82,65.0,2668.0,436,1095,0.39799999999999996,35.0,129.0,0.271,401,966,0.415,0.414,349,428,0.815,178.0,221.0,399.0,435,110.0,16.0,274.0,191,1256,1.0,1.0,0.7926829268292683,roy,2.0,73.0,600.0
823,Paul Westphal,1973,22,BOS,SG,60,N/A,482.0,89,212,0.42,N/A,N/A,N/A,89,212,0.42,0.42,67,86,0.779,N/A,N/A,67.0,69,N/A,N/A,N/A,88,245,0.0,1.0,N/A,,0.0,0.0,17.0
835,John Wetzel,1968,23,LAL,SF,38,N/A,434.0,52,119,0.43700000000000006,0.0,0.0,0.0,52,119,0.43700000000000006,0.43700000000000006,35,46,0.7609999999999999,N/A,N/A,84.0,51,N/A,N/A,N/A,55,139,0.0,1.0,N/A,,0.0,0.0,79.0
842,Robert Whaley,2006,23,UTA,C,23,0.0,212.0,23,57,0.40399999999999997,0.0,0.0,N/A,23,57,0.40399999999999997,0.40399999999999997,3,6,0.5,16.0,27.0,43.0,17,7.0,8.0,14.0,41,49,0.0,1.0,0.0,,0.0,0.0,625.0
843,Ennis Whatley,1984,21,CHI,PG,80,73.0,2159.0,261,556,0.469,0.0,2.0,0.0,261,554,0.47100000000000003,0.469,146,200,0.73,63.0,134.0,197.0,662,119.0,17.0,268.0,223,668,0.0,1.0,0.9125,,0.0,0.0,76.0
853,DeJuan Wheat,1998,24,MIN,PG,34,0.0,150.0,20,50,0.4,8.0,17.0,0.47100000000000003,12,33,0.364,0.48,9,15,0.6,3.0,8.0,11.0,25,6.0,1.0,9.0,12,57,0.0,1.0,0.0,,0.0,0.0,116.0
855,Clinton Wheeler,1988,28,IND,PG,59,0.0,513.0,62,132,0.47,0.0,0.0,N/A,62,132,0.47,0.47,25,34,0.735,19.0,21.0,40.0,103,36.0,2.0,52.0,37,149,0.0,1.0,0.0,,0.0,0.0,80.0
857,Tyson Wheeler,1999,23,DEN,PG,1,0.0,3.0,1,1,1.0,1.0,1.0,1.0,0,0,0.0,1.5,1,2,0.5,0.0,0.0,0.0,2,0.0,0.0,0.0,1,4,0.0,1.0,0.0,,0.0,0.0,118.0
859,Andrew White,2018,24,ATL,SF,15,0.0,209.0,25,73,0.342,18.0,49.0,0.36700000000000005,7,24,0.292,0.466,1,4,0.25,4.0,30.0,34.0,6,3.0,1.0,8.0,12,69,0.0,1.0,0.0,,0.0,0.0,505.0
860,Coby White,2020,19,CHI,PG,65,1.0,1674.0,312,792,0.39399999999999996,133.0,376.0,0.354,179,416,0.43,0.478,102,129,0.7909999999999999,28.0,202.0,230.0,175,49.0,6.0,109.0,117,859,0.0,1.0,0.015384615384615385,roy,0.0,3.0,500.0
862,D.J. White,2009,22,OKC,PF,7,0.0,130.0,26,50,0.52,0.0,0.0,N/A,26,50,0.52,0.52,10,13,0.769,10.0,22.0,32.0,6,3.0,5.0,3.0,10,62,0.0,1.0,0.0,,0.0,0.0,600.0
868,Derrick White,2018,23,SAS,PG,17,0.0,139.0,16,33,0.485,8.0,13.0,0.615,8,20,0.4,0.606,14,20,0.7,5.0,21.0,26.0,9,4.0,3.0,6.0,8,54,0.0,1.0,0.0,,0.0,0.0,505.0
872,Eric White,1988,22,LAC,SF,17,4.0,352.0,66,124,0.532,1.0,1.0,1.0,65,123,0.528,0.536,45,57,0.789,31.0,31.0,62.0,9,7.0,3.0,21.0,32,178,0.0,1.0,0.23529411764705882,,0.0,0.0,80.0
874,Herb White,1971,22,ATL,PG,38,N/A,315.0,34,84,0.405,0.0,0.0,0.0,34,84,0.405,0.405,22,39,0.564,N/A,N/A,48.0,47,N/A,N/A,N/A,62,90,0.0,1.0,N/A,,0.0,0.0,98.0
877,Jahidi White,1999,22,WAS,PF,20,0.0,191.0,17,32,0.531,0.0,0.0,N/A,17,32,0.531,0.531,15,35,0.429,23.0,35.0,58.0,1,3.0,11.0,16.0,39,49,0.0,1.0,0.0,,0.0,0.0,118.0
884,James White,2007,24,SAS,SG,6,2.0,137.0,18,41,0.439,2.0,7.0,0.28600000000000003,16,34,0.47100000000000003,0.46299999999999997,12,15,0.8,3.0,17.0,20.0,5,3.0,1.0,5.0,7,50,0.0,1.0,0.3333333333333333,,0.0,0.0,640.0
887,Jo Jo White,1970,23,BOS,PG,60,N/A,1328.0,309,684,0.452,N/A,N/A,N/A,309,684,0.452,0.452,111,135,0.8220000000000001,N/A,N/A,169.0,145,N/A,N/A,N/A,132,729,0.0,1.0,N/A,,0.0,0.0,78.0
899,Okaro White,2017,24,MIA,PF,35,0.0,471.0,33,87,0.379,12.0,34.0,0.353,21,53,0.396,0.44799999999999995,20,22,0.909,25.0,57.0,82.0,21,10.0,10.0,18.0,52,98,0.0,1.0,0.0,,0.0,0.0,500.0
902,Randy White,1990,22,DAL,PF,55,2.0,707.0,93,252,0.369,1.0,14.0,0.071,92,238,0.387,0.371,50,89,0.562,78.0,95.0,173.0,21,24.0,6.0,47.0,124,237,0.0,1.0,0.03636363636363636,,0.0,0.0,92.0
907,Rodney White,2002,21,DET,SF,16,0.0,129.0,21,60,0.35,2.0,9.0,0.222,19,51,0.373,0.36700000000000005,12,14,0.857,2.0,16.0,18.0,12,9.0,2.0,14.0,6,56,0.0,1.0,0.0,,0.0,0.0,126.0
911,Rory White,1983,23,PHO,SF,65,0.0,626.0,127,234,0.5429999999999999,0.0,1.0,0.0,127,233,0.545,0.5429999999999999,70,109,0.642,47.0,58.0,105.0,30,16.0,2.0,51.0,54,324,0.0,1.0,0.0,,0.0,0.0,74.0
